2011-02-01 02:20:10.859053	T003	19
2011-02-01 02:20:10.99482	T004	19
2011-02-01 02:25:14.158998	T001	17
2011-02-01 02:25:14.241391	T005	19
2011-02-01 02:25:14.369783	T003	18.5
2011-02-01 02:25:14.521259	T002	18
2011-02-01 02:25:14.655758	T004	18.5
2011-02-01 02:30:17.680237	T005	18.5
2011-02-01 02:30:17.762297	T003	18
2011-02-01 02:30:17.936389	T002	17.5
2011-02-01 02:35:21.238551	T005	19.5
2011-02-01 02:35:21.320111	T004	18
2011-02-01 02:40:24.808655	T001	17.5
2011-02-01 02:40:24.890052	T005	22.5
2011-02-01 02:40:25.042558	T003	19.5
2011-02-01 02:40:25.177778	T002	19.5
2011-02-01 02:40:25.311344	T004	19
2011-02-01 02:45:28.398761	T001	17
2011-02-01 02:45:28.491512	T005	19.5
2011-02-01 02:45:28.621584	T003	19
2011-02-01 02:45:28.754903	T002	18.5
2011-02-01 02:50:31.940087	T005	18.5
2011-02-01 02:50:32.021858	T003	18
2011-02-01 02:50:32.149322	T002	17.5
2011-02-01 02:50:32.301955	T004	18.5
2011-02-01 02:55:35.483078	T005	18
2011-02-01 02:55:35.58313	T003	17.5
2011-02-01 02:55:35.719313	T002	17
2011-02-01 02:55:35.852404	T004	18
2011-02-01 03:00:39.018927	T001	16.5
2011-02-01 03:00:39.100291	T005	19.5
2011-02-01 03:00:39.244582	T002	17.5
2011-02-01 03:05:42.568881	T001	17.5
2011-02-01 03:05:42.650972	T005	23.5
2011-02-01 03:05:42.730767	T003	19.5
2011-02-01 03:05:42.821001	T002	20.5
2011-02-01 03:05:42.900686	T004	19
2011-02-01 03:10:46.102783	T001	17
2011-02-01 03:10:46.184038	T005	20.5
2011-02-01 03:10:46.332862	T003	19
2011-02-01 03:10:46.467395	T002	19
2011-02-01 03:15:49.636381	T005	19
2011-02-01 03:15:49.729901	T003	18.5
2011-02-01 03:15:49.858213	T002	18
2011-02-01 03:15:50.009942	T004	18.5
2011-02-01 03:20:53.17348	T005	18.5
2011-02-01 03:20:53.255072	T003	18
2011-02-01 03:20:53.443094	T002	17
2011-02-01 03:20:53.578346	T004	18
2011-02-01 03:25:56.769763	T005	22.5
2011-02-01 03:25:56.886257	T003	18.5
2011-02-01 03:25:57.002911	T002	19
2011-02-01 03:25:57.156503	T004	18.5
2011-02-01 03:31:00.323645	T001	17.5
2011-02-01 03:31:00.405705	T005	22
2011-02-01 03:31:00.554578	T003	20
2011-02-01 03:31:00.689641	T002	20
2011-02-01 03:31:00.840834	T004	19
2011-02-01 03:36:03.843794	T001	17
2011-02-01 03:36:03.938	T005	19.5
2011-02-01 03:36:04.058957	T003	19
2011-02-01 03:36:04.191838	T002	18.5
2011-02-01 03:41:07.397398	T005	19
2011-02-01 03:41:07.479801	T003	18
2011-02-01 03:41:07.618288	T002	17.5
2011-02-01 03:41:07.753937	T004	18.5
2011-02-01 03:46:10.972771	T001	16.5
2011-02-01 03:46:11.074309	T005	18.5
2011-02-01 03:46:11.206229	T003	17.5
2011-02-01 03:46:11.339208	T002	17
2011-02-01 03:46:11.491399	T004	18
2011-02-01 03:51:14.526731	T001	17
2011-02-01 03:51:14.61661	T005	22.5
2011-02-01 03:51:14.750832	T003	18.5
2011-02-01 03:51:14.903652	T002	19
2011-02-01 03:51:15.039051	T004	18.5
2011-02-01 03:56:18.04123	T001	17.5
2011-02-01 03:56:18.123596	T005	21
2011-02-01 03:56:18.252726	T003	19
2011-02-01 03:56:18.405741	T004	19
2011-02-01 04:01:21.58112	T001	17
2011-02-01 04:01:21.682771	T005	19
2011-02-01 04:01:21.814865	T003	18.5
2011-02-01 04:01:21.947764	T002	18
2011-02-01 04:01:22.099919	T004	18.5
2011-02-01 04:06:25.161196	T005	18.5
2011-02-01 04:06:25.32095	T003	18
2011-02-01 04:06:25.455836	T002	17
2011-02-01 04:06:25.609999	T004	18
2011-02-01 04:11:28.749485	T005	23
2011-02-01 04:11:28.831146	T003	19
2011-02-01 04:11:28.97705	T002	19.5
2011-02-01 04:11:29.112619	T004	18.5
2011-02-01 04:16:32.27063	T001	17.5
2011-02-01 04:16:32.352757	T005	21.5
2011-02-01 04:16:32.475562	T003	20
2011-02-01 04:16:32.627495	T002	20
2011-02-01 04:16:32.762935	T004	19
2011-02-01 04:21:35.928356	T001	17
2011-02-01 04:21:36.010656	T005	19.5
2011-02-01 04:21:36.1632	T003	18.5
2011-02-01 04:21:36.29895	T002	18.5
2011-02-01 04:21:36.432118	T004	18.5
2011-02-01 04:26:39.450637	T005	19
2011-02-01 04:26:39.532296	T003	18
2011-02-01 04:26:39.675606	T002	17.5
2011-02-01 04:31:43.120957	T005	21
2011-02-01 04:31:43.202623	T003	18.5
2011-02-01 04:31:43.293607	T002	18.5
2011-02-01 04:31:43.373142	T004	18
2011-02-01 04:36:46.668455	T001	17.5
2011-02-01 04:36:46.771544	T005	23
2011-02-01 04:36:46.900433	T003	20
2011-02-01 04:36:47.052568	T002	20.5
2011-02-01 04:36:47.188751	T004	19
2011-02-01 04:41:50.332112	T005	20
2011-02-01 04:41:50.414524	T003	19
2011-02-01 04:41:50.544833	T002	19
2011-02-01 04:46:53.951417	T001	17
2011-02-01 04:46:54.034172	T005	19
2011-02-01 04:46:54.164274	T003	18.5
2011-02-01 04:46:54.317877	T002	17.5
2011-02-01 04:46:54.453742	T004	18.5
2011-02-01 04:51:57.496936	T005	18.5
2011-02-01 04:51:57.579126	T003	18
2011-02-01 04:51:57.705477	T004	18
2011-02-01 04:52:11.068047	M003	ON
2011-02-01 04:52:13.963354	M003	OFF
2011-02-01 04:57:01.091688	T005	22.5
2011-02-01 04:57:01.173594	T003	18.5
2011-02-01 04:57:01.263259	T002	19
2011-02-01 04:57:01.342565	T004	18.5
2011-02-01 05:02:04.701638	T001	17.5
2011-02-01 05:02:04.795014	T005	21
2011-02-01 05:02:04.927349	T003	19.5
2011-02-01 05:02:05.079743	T004	19
2011-02-01 05:07:08.249758	T001	17
2011-02-01 05:07:08.340165	T005	19.5
2011-02-01 05:07:08.486715	T003	18.5
2011-02-01 05:07:08.622738	T002	18
2011-02-01 05:07:08.775618	T004	18.5
2011-02-01 05:12:11.7688	T005	21
2011-02-01 05:12:11.86807	T002	18.5
2011-02-01 05:12:12.000121	T004	18
2011-02-01 05:17:15.323999	T001	17.5
2011-02-01 05:17:15.424236	T005	24
2011-02-01 05:17:15.560026	T003	20
2011-02-01 05:17:15.693477	T002	20.5
2011-02-01 05:17:15.847408	T004	19
2011-02-01 05:22:18.868632	T005	20.5
2011-02-01 05:22:18.962062	T003	19.5
2011-02-01 05:22:19.08536	T002	19
2011-02-01 05:27:22.478333	T001	17
2011-02-01 05:27:22.638902	T005	19.5
2011-02-01 05:27:22.774654	T003	18.5
2011-02-01 05:27:22.907789	T002	18
2011-02-01 05:27:23.060569	T004	18.5
2011-02-01 05:30:01.671222	M003	ON
2011-02-01 05:30:04.564385	M003	OFF
2011-02-01 05:30:05.400429	M003	ON
2011-02-01 05:30:06.701038	M003	OFF
2011-02-01 05:30:07.768114	M003	ON
2011-02-01 05:30:12.100121	M003	OFF
2011-02-01 05:31:07.920712	M003	ON
2011-02-01 05:31:09.48053	M002	ON
2011-02-01 05:31:13.807987	M007	ON
2011-02-01 05:31:14.664339	M002	OFF
2011-02-01 05:31:15.494274	M007	OFF
2011-02-01 05:31:17.936367	M003	OFF	Sleeping end
2011-02-01 05:31:18.996235	M003	ON
2011-02-01 05:31:19.858957	M007	ON
2011-02-01 05:31:24.049836	M005	ON
2011-02-01 05:31:24.127823	M003	OFF
2011-02-01 05:31:29.084399	M004	ON	Bed_to_Toilet begin
2011-02-01 05:31:29.69265	M005	OFF
2011-02-01 05:31:35.315424	M004	OFF
2011-02-01 05:31:35.383269	M007	OFF
2011-02-01 05:32:26.151391	T005	19
2011-02-01 05:32:26.27885	T003	18
2011-02-01 05:32:26.414667	T002	17.5
2011-02-01 05:32:26.548327	T004	18
2011-02-01 05:34:07.353451	M004	ON
2011-02-01 05:34:08.192002	M004	OFF
2011-02-01 05:34:10.399949	M004	ON
2011-02-01 05:34:10.785461	M007	ON
2011-02-01 05:34:16.36111	M004	OFF	Bed_to_Toilet end
2011-02-01 05:34:17.41089	M005	ON
2011-02-01 05:34:22.205534	M003	ON
2011-02-01 05:34:22.799156	M005	OFF
2011-02-01 05:34:23.756723	M007	OFF
2011-02-01 05:34:23.824263	M003	OFF
2011-02-01 05:34:24.419496	M003	ON	Sleeping begin
2011-02-01 05:34:29.432014	M003	OFF
2011-02-01 05:34:30.876904	M007	ON
2011-02-01 05:34:30.955004	M003	ON
2011-02-01 05:34:33.321554	M007	OFF
2011-02-01 05:34:34.61005	M003	OFF
2011-02-01 05:34:35.582983	M003	ON
2011-02-01 05:34:40.335394	M002	ON
2011-02-01 05:34:43.252337	M002	OFF
2011-02-01 05:34:46.690182	M003	OFF
2011-02-01 05:35:18.890397	M003	ON
2011-02-01 05:35:20.622913	M003	OFF
2011-02-01 05:35:34.806454	M003	ON
2011-02-01 05:35:37.699596	M003	OFF
2011-02-01 05:35:41.417053	M003	ON
2011-02-01 05:35:42.492726	M003	OFF
2011-02-01 05:37:29.728472	T001	17.5
2011-02-01 05:37:29.820533	T005	24
2011-02-01 05:37:29.942384	T003	19.5
2011-02-01 05:37:30.093359	T002	20
2011-02-01 05:37:30.228503	T004	19
2011-02-01 05:42:33.274017	T005	21.5
2011-02-01 05:42:33.356113	T002	19.5
2011-02-01 05:47:36.799217	T001	17
2011-02-01 05:47:36.881235	T005	19.5
2011-02-01 05:47:37.014348	T003	18.5
2011-02-01 05:47:37.149492	T002	18
2011-02-01 05:47:37.28228	T004	18.5
2011-02-01 05:52:41.339124	T005	19
2011-02-01 05:52:41.421238	T003	18
2011-02-01 05:52:41.552597	T002	17.5
2011-02-01 05:57:44.991208	T005	21
2011-02-01 05:57:45.130221	T002	18.5
2011-02-01 05:57:45.281867	T004	18
2011-02-01 06:01:41.290864	M003	ON
2011-02-01 06:01:43.051314	M002	ON
2011-02-01 06:01:45.599688	M007	ON
2011-02-01 06:01:47.810498	M002	OFF
2011-02-01 06:01:49.601951	M007	OFF
2011-02-01 06:01:55.068148	M007	ON
2011-02-01 06:01:58.298577	M003	OFF
2011-02-01 06:01:59.374425	M005	ON
2011-02-01 06:02:03.236248	M005	OFF
2011-02-01 06:02:06.701591	M003	ON
2011-02-01 06:02:08.359402	M007	OFF
2011-02-01 06:02:17.060027	M002	ON
2011-02-01 06:02:20.848766	M002	OFF
2011-02-01 06:02:25.65927	M003	OFF
2011-02-01 06:02:48.508133	T001	17.5
2011-02-01 06:02:48.590311	T005	22
2011-02-01 06:02:48.728063	T003	19.5
2011-02-01 06:02:48.863118	T002	19.5
2011-02-01 06:02:48.996352	T004	19
2011-02-01 06:04:21.610102	M003	ON
2011-02-01 06:04:23.469031	M002	ON
2011-02-01 06:04:27.286846	M007	ON
2011-02-01 06:04:28.822626	M002	OFF
2011-02-01 06:04:29.766438	M007	OFF
2011-02-01 06:04:30.135553	M003	OFF
2011-02-01 06:04:31.683076	M007	ON
2011-02-01 06:04:34.31078	M003	ON
2011-02-01 06:04:35.150495	M007	OFF
2011-02-01 06:04:38.035669	M007	ON
2011-02-01 06:04:40.029357	M003	OFF
2011-02-01 06:04:40.424195	M007	OFF
2011-02-01 06:04:41.050362	M007	ON
2011-02-01 06:04:42.578484	M003	ON
2011-02-01 06:04:43.806043	M007	OFF
2011-02-01 06:04:43.873293	M003	OFF
2011-02-01 06:04:45.703555	M003	ON
2011-02-01 06:04:49.769124	M003	OFF
2011-02-01 06:04:51.778602	M007	ON
2011-02-01 06:04:53.499306	M007	OFF
2011-02-01 06:04:58.112538	M003	ON
2011-02-01 06:04:58.931977	M007	ON
2011-02-01 06:05:03.342182	M003	OFF	Sleeping end
2011-02-01 06:05:04.180577	M007	OFF
2011-02-01 06:05:05.457675	M007	ON
2011-02-01 06:05:07.442685	M005	ON
2011-02-01 06:05:08.970113	M005	OFF
2011-02-01 06:05:09.920608	M007	OFF
2011-02-01 06:05:11.421203	M007	ON
2011-02-01 06:05:13.532792	M007	OFF
2011-02-01 06:05:15.958391	M007	ON
2011-02-01 06:05:29.902566	M007	OFF
2011-02-01 06:05:30.285441	M007	ON
2011-02-01 06:05:34.800306	M007	OFF
2011-02-01 06:05:36.092557	M007	ON
2011-02-01 06:05:37.720405	M005	ON
2011-02-01 06:05:38.093436	M007	OFF
2011-02-01 06:05:38.715346	M007	ON
2011-02-01 06:05:42.561111	M005	OFF
2011-02-01 06:05:43.168309	M004	ON
2011-02-01 06:05:50.034981	M005	ON
2011-02-01 06:05:50.648221	M004	OFF
2011-02-01 06:05:54.912008	M007	OFF
2011-02-01 06:05:55.300114	M005	OFF
2011-02-01 06:05:55.698854	M006	ON
2011-02-01 06:05:56.542029	M008	ON
2011-02-01 06:05:58.059253	M020	ON
2011-02-01 06:05:58.986803	M006	OFF
2011-02-01 06:05:59.389959	M021	ON
2011-02-01 06:06:00.436801	M008	OFF
2011-02-01 06:06:01.813951	M022	ON
2011-02-01 06:06:02.211678	M020	OFF
2011-02-01 06:06:02.575468	M021	OFF
2011-02-01 06:06:04.159563	M022	OFF
2011-02-01 06:06:04.538395	M022	ON
2011-02-01 06:06:08.384673	M022	OFF
2011-02-01 06:06:28.592076	M022	ON
2011-02-01 06:06:31.867133	M022	OFF
2011-02-01 06:06:31.944798	M021	ON
2011-02-01 06:06:33.403812	M020	ON
2011-02-01 06:06:34.674364	M008	ON
2011-02-01 06:06:35.074812	M021	OFF
2011-02-01 06:06:37.063727	M020	OFF
2011-02-01 06:06:37.902436	M007	ON
2011-02-01 06:06:38.720338	M008	OFF
2011-02-01 06:06:40.029566	M007	OFF
2011-02-01 06:06:41.080472	M007	ON
2011-02-01 06:06:42.831596	M007	OFF
2011-02-01 06:06:43.662895	M007	ON
2011-02-01 06:06:47.110214	M007	OFF
2011-02-01 06:06:48.390656	M007	ON
2011-02-01 06:06:51.223264	M006	ON
2011-02-01 06:06:51.301325	M007	OFF
2011-02-01 06:06:51.766201	M008	ON
2011-02-01 06:06:52.691759	M020	ON
2011-02-01 06:06:53.480584	M006	OFF
2011-02-01 06:06:54.002489	M008	OFF
2011-02-01 06:06:54.069745	M021	ON
2011-02-01 06:06:56.706439	M020	OFF
2011-02-01 06:06:58.249615	M022	ON
2011-02-01 06:06:58.634697	M021	OFF
2011-02-01 06:06:59.021848	M020	ON
2011-02-01 06:06:59.851117	M022	OFF
2011-02-01 06:07:00.811395	M020	OFF
2011-02-01 06:07:01.6488	M020	ON
2011-02-01 06:07:05.284136	M020	OFF
2011-02-01 06:07:07.264347	M020	ON
2011-02-01 06:07:10.978856	M020	OFF
2011-02-01 06:07:12.009834	M020	ON
2011-02-01 06:07:16.762694	M020	OFF
2011-02-01 06:07:27.623118	M020	ON
2011-02-01 06:07:31.235833	M020	OFF
2011-02-01 06:07:32.518722	M020	ON
2011-02-01 06:07:34.021641	M020	OFF
2011-02-01 06:07:40.63425	M020	ON
2011-02-01 06:07:42.425168	M020	OFF
2011-02-01 06:07:52.059028	T001	17
2011-02-01 06:07:52.151822	T005	19.5
2011-02-01 06:07:52.231971	T003	18.5
2011-02-01 06:07:52.325295	T002	18.5
2011-02-01 06:07:52.478607	T004	18.5
2011-02-01 06:07:53.275356	M020	ON
2011-02-01 06:07:55.601016	M020	OFF
2011-02-01 06:08:02.218766	M020	ON
2011-02-01 06:08:03.938634	M020	OFF
2011-02-01 06:08:06.609139	M020	ON
2011-02-01 06:08:08.351362	M020	OFF
2011-02-01 06:08:17.299713	M020	ON
2011-02-01 06:08:18.592707	M020	OFF
2011-02-01 06:08:24.589852	M020	ON
2011-02-01 06:08:26.442792	M020	OFF
2011-02-01 06:08:27.97088	M020	ON
2011-02-01 06:08:29.030768	M020	OFF
2011-02-01 06:08:35.893699	M021	ON
2011-02-01 06:08:39.284644	M018	ON	Meal_Preparation begin
2011-02-01 06:08:40.10156	M021	OFF
2011-02-01 06:08:41.372211	M019	ON
2011-02-01 06:08:42.60238	M018	OFF
2011-02-01 06:08:42.66976	M019	OFF
2011-02-01 06:08:43.265225	M015	ON
2011-02-01 06:08:45.019599	M019	ON
2011-02-01 06:08:45.400514	M015	OFF
2011-02-01 06:08:45.782132	M015	ON
2011-02-01 06:08:55.873917	M019	OFF
2011-02-01 06:08:56.248584	M019	ON
2011-02-01 06:09:00.330599	M015	OFF
2011-02-01 06:09:02.100654	M019	OFF
2011-02-01 06:09:07.305988	M019	ON
2011-02-01 06:09:07.679972	M015	ON
2011-02-01 06:09:11.978937	M019	OFF
2011-02-01 06:09:12.36428	M015	OFF
2011-02-01 06:09:19.45436	M015	ON
2011-02-01 06:09:19.825304	M019	ON
2011-02-01 06:09:24.92329	M015	OFF
2011-02-01 06:09:26.562023	M019	OFF
2011-02-01 06:09:27.614937	M015	ON
2011-02-01 06:09:28.220538	M019	ON
2011-02-01 06:09:31.608887	M015	OFF
2011-02-01 06:09:32.230921	M019	OFF
2011-02-01 06:09:47.922016	M015	ON
2011-02-01 06:09:48.3093	M019	ON
2011-02-01 06:09:54.012724	M015	OFF
2011-02-01 06:09:54.468598	M019	OFF
2011-02-01 06:09:55.40725	M015	ON
2011-02-01 06:09:55.483094	M019	ON
2011-02-01 06:10:06.709765	M018	ON
2011-02-01 06:10:07.485605	M015	OFF
2011-02-01 06:10:08.320851	M019	OFF
2011-02-01 06:10:08.7068	M018	OFF
2011-02-01 06:10:09.318941	M018	ON
2011-02-01 06:10:11.518575	M019	ON
2011-02-01 06:10:13.29284	M018	OFF
2011-02-01 06:10:15.464039	M019	OFF
2011-02-01 06:10:15.85264	M019	ON
2011-02-01 06:10:17.576441	M019	OFF
2011-02-01 06:10:19.353458	M019	ON
2011-02-01 06:10:24.832207	M019	OFF
2011-02-01 06:10:33.140384	M019	ON
2011-02-01 06:10:35.359321	M019	OFF
2011-02-01 06:10:51.855926	M019	ON
2011-02-01 06:10:54.067198	M015	ON
2011-02-01 06:10:58.812439	M019	OFF
2011-02-01 06:10:59.419549	M015	OFF
2011-02-01 06:11:03.026667	M015	ON
2011-02-01 06:11:05.449827	M019	ON
2011-02-01 06:11:07.480113	M015	OFF
2011-02-01 06:11:08.100017	M019	OFF
2011-02-01 06:11:13.843179	M015	ON
2011-02-01 06:11:13.910283	M019	ON
2011-02-01 06:11:16.563022	M019	OFF
2011-02-01 06:11:18.724887	M015	OFF
2011-02-01 06:11:26.751857	M015	ON
2011-02-01 06:11:27.369217	M019	ON
2011-02-01 06:11:29.110845	M015	OFF
2011-02-01 06:11:29.474904	M019	OFF
2011-02-01 06:11:31.761856	M019	ON
2011-02-01 06:11:32.139669	M015	ON
2011-02-01 06:11:37.829849	M015	OFF
2011-02-01 06:11:38.77008	M019	OFF
2011-02-01 06:11:42.807372	M019	ON
2011-02-01 06:11:46.287845	M019	OFF
2011-02-01 06:12:00.283589	M015	ON
2011-02-01 06:12:00.350445	M019	ON
2011-02-01 06:12:05.772182	M019	OFF
2011-02-01 06:12:06.168587	M015	OFF
2011-02-01 06:12:07.369579	M015	ON
2011-02-01 06:12:07.445933	M019	ON
2011-02-01 06:12:09.608949	M015	OFF
2011-02-01 06:12:10.42942	M016	ON
2011-02-01 06:12:11.96291	M019	OFF
2011-02-01 06:12:13.480202	M019	ON
2011-02-01 06:12:14.420096	M016	OFF
2011-02-01 06:12:16.184312	M016	ON
2011-02-01 06:12:17.010714	M019	OFF
2011-02-01 06:12:17.603183	M019	ON
2011-02-01 06:12:18.924845	M016	OFF
2011-02-01 06:12:19.725456	M016	ON
2011-02-01 06:12:20.333269	M019	OFF
2011-02-01 06:12:21.178394	M019	ON
2011-02-01 06:12:24.454035	M016	OFF
2011-02-01 06:12:26.878579	M019	OFF
2011-02-01 06:12:32.001897	M019	ON
2011-02-01 06:12:36.846325	M019	OFF
2011-02-01 06:12:55.681454	T005	19
2011-02-01 06:12:55.763245	T003	19.5
2011-02-01 06:12:55.879475	T002	17.5
2011-02-01 06:12:57.218858	M019	ON
2011-02-01 06:12:58.524429	M019	OFF
2011-02-01 06:13:22.630513	M019	ON
2011-02-01 06:13:25.985105	M016	ON
2011-02-01 06:13:28.622948	M019	OFF
2011-02-01 06:13:29.235596	M019	ON
2011-02-01 06:13:32.378679	M016	OFF
2011-02-01 06:13:39.759182	M019	OFF
2011-02-01 06:13:41.379224	M019	ON
2011-02-01 06:13:43.372417	M016	ON
2011-02-01 06:13:44.88407	M016	OFF
2011-02-01 06:13:47.059497	M015	ON
2011-02-01 06:13:51.787701	M019	OFF
2011-02-01 06:14:01.050857	M015	OFF
2011-02-01 06:14:01.918786	M019	ON
2011-02-01 06:14:02.735377	M015	ON
2011-02-01 06:14:06.09378	M019	OFF
2011-02-01 06:14:06.70111	M019	ON
2011-02-01 06:14:09.161632	M015	OFF
2011-02-01 06:14:09.228416	M017	ON
2011-02-01 06:14:09.665054	M019	OFF
2011-02-01 06:14:12.944923	M017	OFF
2011-02-01 06:14:13.012154	M018	ON
2011-02-01 06:14:15.166223	M018	OFF
2011-02-01 06:14:16.67456	M017	ON
2011-02-01 06:14:18.743577	M017	OFF
2011-02-01 06:14:20.460209	M017	ON
2011-02-01 06:14:20.853659	M019	ON
2011-02-01 06:14:22.590485	M019	OFF
2011-02-01 06:14:25.508295	M017	OFF
2011-02-01 06:14:26.335163	M017	ON
2011-02-01 06:14:28.850272	M017	OFF
2011-02-01 06:14:29.810312	M017	ON
2011-02-01 06:14:30.656787	M019	ON
2011-02-01 06:14:32.143023	M015	ON
2011-02-01 06:14:33.658042	M019	OFF
2011-02-01 06:14:34.064833	M019	ON
2011-02-01 06:14:35.043374	M015	OFF
2011-02-01 06:14:35.119607	M017	OFF
2011-02-01 06:14:35.895011	M019	OFF
2011-02-01 06:14:40.590657	M019	ON
2011-02-01 06:14:42.389861	M019	OFF
2011-02-01 06:14:47.114202	M015	ON
2011-02-01 06:14:49.432456	M015	OFF
2011-02-01 06:15:00.370569	M015	ON
2011-02-01 06:15:01.200649	M019	ON
2011-02-01 06:15:02.353835	M015	OFF
2011-02-01 06:15:03.19291	M019	OFF
2011-02-01 06:15:03.573318	M019	ON
2011-02-01 06:15:04.205746	M015	ON
2011-02-01 06:15:05.511053	M019	OFF
2011-02-01 06:15:06.590177	M019	ON
2011-02-01 06:15:11.038677	M015	OFF
2011-02-01 06:15:12.329697	M017	ON
2011-02-01 06:15:14.319586	M019	OFF
2011-02-01 06:15:16.48903	M017	OFF
2011-02-01 06:15:23.130013	M017	ON
2011-02-01 06:15:24.882643	M019	ON
2011-02-01 06:15:26.429144	M015	ON
2011-02-01 06:15:27.479934	M019	OFF
2011-02-01 06:15:28.544196	M015	OFF
2011-02-01 06:15:29.849405	M017	OFF
2011-02-01 06:15:31.127558	M015	ON
2011-02-01 06:15:35.07553	M015	OFF
2011-02-01 06:15:35.673288	M015	ON
2011-02-01 06:15:36.740524	M019	ON
2011-02-01 06:15:39.611029	M019	OFF
2011-02-01 06:15:40.003653	M015	OFF
2011-02-01 06:15:51.877311	M015	ON
2011-02-01 06:15:53.675745	M015	OFF
2011-02-01 06:15:56.832602	M015	ON
2011-02-01 06:15:57.649764	M015	OFF
2011-02-01 06:16:07.582389	M015	ON
2011-02-01 06:16:09.082812	M015	OFF
2011-02-01 06:16:14.55575	M015	ON
2011-02-01 06:16:19.783988	M019	ON
2011-02-01 06:16:21.679073	M015	OFF
2011-02-01 06:16:22.887238	M015	ON
2011-02-01 06:16:23.026787	M019	OFF
2011-02-01 06:16:23.84651	M015	OFF
2011-02-01 06:16:24.22546	M019	ON
2011-02-01 06:16:24.599863	M015	ON
2011-02-01 06:16:29.442897	M019	OFF
2011-02-01 06:16:33.314973	M015	OFF
2011-02-01 06:16:33.690817	M015	ON
2011-02-01 06:16:37.110565	M019	ON
2011-02-01 06:16:41.069944	M019	OFF
2011-02-01 06:16:41.88323	M019	ON
2011-02-01 06:16:42.270285	M015	OFF
2011-02-01 06:16:43.929032	M015	ON
2011-02-01 06:16:46.371378	M019	OFF
2011-02-01 06:16:47.183545	M019	ON
2011-02-01 06:16:48.009516	M015	OFF
2011-02-01 06:16:48.856167	M015	ON
2011-02-01 06:16:51.311382	M019	OFF
2011-02-01 06:16:51.683673	M015	OFF
2011-02-01 06:16:53.646844	M015	ON
2011-02-01 06:16:55.168651	M015	OFF
2011-02-01 06:17:07.952734	M019	ON
2011-02-01 06:17:08.782735	M015	ON
2011-02-01 06:17:10.080291	M019	OFF
2011-02-01 06:17:10.690245	M019	ON
2011-02-01 06:17:14.049142	M019	OFF
2011-02-01 06:17:15.578982	M015	OFF
2011-02-01 06:17:15.656669	M018	ON
2011-02-01 06:17:16.425007	M019	ON
2011-02-01 06:17:17.813383	M018	OFF
2011-02-01 06:17:18.202564	M019	OFF
2011-02-01 06:17:20.40802	M019	ON
2011-02-01 06:17:21.236075	M017	ON
2011-02-01 06:17:23.546533	M019	OFF
2011-02-01 06:17:25.061278	M017	OFF
2011-02-01 06:17:34.960231	M017	ON
2011-02-01 06:17:36.484911	M019	ON
2011-02-01 06:17:40.661131	M017	OFF
2011-02-01 06:17:41.467153	M015	ON
2011-02-01 06:17:45.059223	M019	OFF
2011-02-01 06:17:45.433803	M015	OFF
2011-02-01 06:17:50.513507	M019	ON
2011-02-01 06:17:52.728741	M017	ON
2011-02-01 06:17:54.854012	M017	OFF
2011-02-01 06:17:54.930105	M019	OFF
2011-02-01 06:17:59.350157	T005	20.5
2011-02-01 06:17:59.448709	T003	20.5
2011-02-01 06:17:59.582131	T002	18
2011-02-01 06:17:59.734755	T004	18
2011-02-01 06:18:00.50928	M019	ON
2011-02-01 06:18:01.95712	M019	OFF
2011-02-01 06:18:02.882107	M019	ON
2011-02-01 06:18:04.409768	M018	ON
2011-02-01 06:18:04.988969	M017	ON
2011-02-01 06:18:05.129393	M019	OFF
2011-02-01 06:18:07.75122	M018	OFF
2011-02-01 06:18:09.464791	M017	OFF
2011-02-01 06:18:11.240273	M017	ON
2011-02-01 06:18:17.151004	M019	ON
2011-02-01 06:18:19.358147	M019	OFF
2011-02-01 06:18:20.203436	M017	OFF
2011-02-01 06:18:21.241113	M019	ON
2011-02-01 06:18:23.448216	M018	ON
2011-02-01 06:18:23.824724	M019	OFF
2011-02-01 06:18:24.448674	M018	OFF
2011-02-01 06:18:28.093669	M019	ON
2011-02-01 06:18:30.115188	M019	OFF
2011-02-01 06:18:31.19655	M019	ON
2011-02-01 06:18:32.702935	M017	ON
2011-02-01 06:18:34.396151	M019	OFF
2011-02-01 06:18:35.259216	M018	ON
2011-02-01 06:18:37.479669	M018	OFF
2011-02-01 06:18:43.094977	M019	ON
2011-02-01 06:18:45.018047	M015	ON
2011-02-01 06:18:47.110112	M017	OFF
2011-02-01 06:18:51.755426	M015	OFF
2011-02-01 06:18:53.982944	M017	ON
2011-02-01 06:18:55.05147	M019	OFF
2011-02-01 06:18:55.922213	M017	OFF
2011-02-01 06:19:00.924451	M017	ON
2011-02-01 06:19:06.629223	M017	OFF
2011-02-01 06:19:08.383052	M017	ON
2011-02-01 06:19:13.872895	M017	OFF
2011-02-01 06:19:14.922372	M017	ON
2011-02-01 06:19:15.540293	M019	ON
2011-02-01 06:19:20.302629	M019	OFF
2011-02-01 06:19:21.505087	M017	OFF
2011-02-01 06:19:25.289698	M017	ON
2011-02-01 06:19:26.329992	M019	ON
2011-02-01 06:19:26.939042	M015	ON
2011-02-01 06:19:27.528521	M017	OFF
2011-02-01 06:19:28.648079	M019	OFF
2011-02-01 06:19:29.721934	M015	OFF
2011-02-01 06:19:37.534503	M019	ON
2011-02-01 06:19:38.571577	M015	ON
2011-02-01 06:19:42.192465	M017	ON
